Palabra,Antiguo_Test,Nuevo_Test,Coran,Tora,Upanishads
buey,68.0,4.0,0.0,65.0,0.0
fiesta,68.0,39.0,1.0,9.0,0.0
ningun,68.0,38.0,75.0,298.0,2.0
cabezas,68.0,14.0,1.0,85.0,3.0
servicio,68.0,15.0,19.0,102.0,1.0
dira,68.0,15.0,47.0,71.0,1.0
levi,68.0,10.0,0.0,25.0,0.0
mensajeros,68.0,7.0,2.0,67.0,0.0
juicios,68.0,5.0,0.0,61.0,0.0
abimelec,68.0,0.0,0.0,0.0,0.0
menor,67.0,10.0,6.0,75.0,5.0
harina,67.0,3.0,0.0,69.0,0.0
cerca,67.0,55.0,25.0,233.0,3.0
cautiverio,67.0,0.0,0.0,59.0,0.0
sedequias,67.0,0.0,0.0,0.0,0.0
comereis,67.0,1.0,3.0,1.0,0.0
jehu,67.0,0.0,0.0,0.0,0.0
niños,67.0,26.0,6.0,65.0,3.0
basas,67.0,0.0,0.0,1.0,0.0
morada,67.0,6.0,63.0,28.0,13.0
macho,67.0,0.0,0.0,60.0,0.0
comera,66.0,0.0,0.0,36.0,0.0
abram,66.0,0.0,0.0,0.0,0.0
ajenos,66.0,4.0,0.0,2.0,0.0
doscientos,66.0,8.0,2.0,59.0,0.0
lluvia,66.0,6.0,14.0,79.0,5.0
cubrio,66.0,3.0,1.0,33.0,0.0
clamor,66.0,3.0,0.0,45.0,0.0
testimonio,66.0,133.0,13.0,201.0,0.0
honra,66.0,37.0,0.0,37.0,0.0
sombra,66.0,10.0,15.0,65.0,7.0
baal,66.0,1.0,1.0,80.0,0.0
tenian,65.0,49.0,8.0,114.0,0.0
asa,65.0,2.0,0.0,177.0,0.0
siria,65.0,9.0,0.0,7.0,0.0
seol,65.0,0.0,0.0,1.0,0.0
tan,65.0,20.0,44.0,386.0,3.0
ambos,65.0,8.0,15.0,158.0,4.0
habito,65.0,6.0,0.0,26.0,0.0
gozo,65.0,72.0,0.0,42.0,7.0
tesoros,65.0,9.0,9.0,58.0,1.0
sesenta,65.0,9.0,1.0,72.0,0.0
abundancia,65.0,19.0,7.0,74.0,1.0
abominacion,65.0,4.0,3.0,53.0,0.0
venga,65.0,47.0,30.0,158.0,1.0
capitanes,65.0,2.0,0.0,45.0,0.0
ganado,65.0,5.0,10.0,119.0,3.0
malos,65.0,25.0,4.0,26.0,0.0
rios,65.0,7.0,5.0,51.0,7.0
levantaron,65.0,7.0,1.0,50.0,0.0
abner,64.0,0.0,0.0,0.0,0.0
piel,64.0,0.0,6.0,85.0,2.0
dolor,64.0,4.0,2.0,59.0,10.0
sirios,64.0,0.0,0.0,0.0,0.0
mesa,64.0,40.0,3.0,71.0,0.0
subieron,64.0,10.0,1.0,57.0,0.0
longitud,64.0,3.0,0.0,38.0,0.0
esperanza,64.0,57.0,4.0,33.0,1.0
guardia,64.0,12.0,0.0,81.0,0.0
bendito,64.0,17.0,13.0,0.0,0.0
entrego,64.0,22.0,0.0,83.0,2.0
plaga,64.0,4.0,0.0,31.0,0.0
hablar,64.0,49.0,16.0,140.0,5.0
santa,64.0,16.0,1.0,0.0,2.0
cantico,63.0,6.0,0.0,116.0,0.0
trigo,63.0,14.0,0.0,46.0,0.0
resto,63.0,2.0,2.0,122.0,0.0
mataron,63.0,13.0,2.0,66.0,0.0
refugio,63.0,0.0,26.0,71.0,5.0
persona,62.0,6.0,9.0,248.0,4.0
suerte,62.0,3.0,20.0,20.0,0.0
occidente,62.0,4.0,8.0,14.0,0.0
carro,62.0,3.0,0.0,7.0,12.0
hiciere,62.0,6.0,0.0,1.0,0.0
criado,62.0,9.0,0.0,12.0,0.0
vientre,62.0,18.0,4.0,69.0,0.0
josias,62.0,2.0,0.0,0.0,0.0
llegaron,62.0,22.0,6.0,99.0,1.0
querubines,62.0,1.0,0.0,0.0,0.0
tiendas,62.0,2.0,1.0,67.0,0.0
sube,62.0,6.0,2.0,44.0,0.0
balaam,62.0,3.0,0.0,1.0,0.0
descendio,62.0,23.0,0.0,81.0,0.0
maravillas,62.0,9.0,0.0,58.0,0.0
vieron,61.0,38.0,11.0,132.0,3.0
nuevas,61.0,18.0,20.0,15.0,5.0
basan,61.0,0.0,0.0,0.0,0.0
semejante,61.0,53.0,15.0,42.0,0.0
imagenes,61.0,1.0,0.0,29.0,0.0
cordero,61.0,37.0,0.0,74.0,0.0
traido,61.0,11.0,12.0,100.0,0.0
arco,61.0,3.0,1.0,55.0,3.0
principio,61.0,48.0,2.0,63.0,14.0
dejo,61.0,19.0,5.0,110.0,0.0
arboles,61.0,9.0,6.0,0.0,2.0
tomaras,61.0,0.0,0.0,20.0,0.0
trajeron,61.0,25.0,6.0,131.0,0.0
trajo,61.0,10.0,5.0,161.0,0.0
destruire,61.0,1.0,0.0,52.0,0.0
r,61.0,0.0,0.0,606.0,0.0
mandamiento,60.0,50.0,0.0,30.0,0.0
laban,60.0,0.0,0.0,1.0,0.0
aparto,60.0,9.0,5.0,25.0,0.0
comida,60.0,16.0,5.0,145.0,1.0
mardoqueo,60.0,0.0,0.0,0.0,0.0
ester,60.0,0.0,0.0,47.0,0.0
hierba,60.0,15.0,3.0,62.0,1.0
jueces,60.0,4.0,1.0,32.0,0.0
amo,60.0,30.0,1.0,219.0,1.0
seiscientos,60.0,2.0,0.0,44.0,0.0
levadura,60.0,27.0,0.0,10.0,0.0
quiso,60.0,16.0,5.0,28.0,0.0
caeran,60.0,5.0,1.0,56.0,0.0
diles,59.0,2.0,2.0,23.0,0.0
altura,59.0,2.0,1.0,22.0,1.0
vi,59.0,51.0,0.0,189.0,0.0
cuenta,59.0,24.0,39.0,82.0,1.0
diestra,59.0,27.0,9.0,15.0,0.0
media,59.0,1.0,10.0,59.0,1.0
ungido,58.0,6.0,11.0,40.0,0.0
joiada,58.0,0.0,0.0,0.0,0.0
caera,58.0,1.0,0.0,45.0,0.0
comeran,58.0,0.0,3.0,104.0,0.0
juventud,58.0,5.0,2.0,45.0,2.0
estaran,58.0,8.0,85.0,119.0,1.0
generaciones,58.0,3.0,23.0,101.0,0.0
venid,58.0,17.0,12.0,7.0,1.0
perpetuo,58.0,0.0,3.0,6.0,0.0
oyeron,58.0,38.0,0.0,108.0,1.0
tendreis,58.0,12.0,17.0,2.0,0.0
santos,58.0,81.0,0.0,0.0,0.0
camaras,57.0,0.0,4.0,18.0,0.0
salir,57.0,17.0,13.0,83.0,1.0
botin,57.0,2.0,11.0,85.0,0.0
miel,57.0,5.0,1.0,61.0,0.0
destruccion,57.0,14.0,3.0,116.0,2.0
hablare,57.0,4.0,0.0,32.0,1.0
cargo,57.0,1.0,4.0,115.0,1.0
jerico,57.0,8.0,0.0,0.0,0.0
venia,57.0,13.0,6.0,30.0,0.0
animal,56.0,5.0,6.0,82.0,0.0
entregado,56.0,29.0,2.0,59.0,0.0
asno,56.0,3.0,3.0,83.0,0.0
pensamientos,56.0,15.0,2.0,56.0,14.0
vestiduras,56.0,12.0,1.0,89.0,0.0
reinos,56.0,4.0,0.0,1.0,0.0
altares,56.0,1.0,0.0,19.0,0.0
amado,56.0,46.0,1.0,89.0,3.0
va,56.0,34.0,37.0,209.0,13.0
peso,55.0,4.0,18.0,30.0,1.0
voces,55.0,40.0,1.0,35.0,0.0
musico,55.0,0.0,0.0,0.0,0.0
olor,55.0,7.0,1.0,11.0,0.0
decia,55.0,91.0,15.0,77.0,1.0
ancho,55.0,0.0,1.0,63.0,0.0
fuente,55.0,6.0,7.0,52.0,14.0
bendicion,55.0,16.0,0.0,0.0,0.0
salido,55.0,29.0,12.0,41.0,0.0
panes,55.0,34.0,0.0,26.0,0.0
lomos,54.0,7.0,1.0,22.0,0.0
capitan,54.0,0.0,0.0,48.0,0.0
principales,54.0,73.0,0.0,83.0,0.0
descendientes,54.0,4.0,19.0,5.0,0.0
vuelve,54.0,4.0,18.0,52.0,25.0
levantara,54.0,12.0,1.0,54.0,0.0
tiempos,54.0,19.0,1.0,84.0,4.0
cayo,54.0,33.0,5.0,114.0,0.0
sale,54.0,16.0,9.0,47.0,2.0
pascua,54.0,31.0,0.0,0.0,0.0
anchura,54.0,4.0,0.0,36.0,0.0
soberbia,54.0,1.0,0.0,18.0,0.0
vuelto,54.0,10.0,12.0,73.0,2.0
joram,54.0,2.0,0.0,0.0,0.0
maldicion,54.0,17.0,14.0,66.0,0.0
ganados,54.0,2.0,0.0,7.0,0.0
armas,54.0,5.0,5.0,48.0,0.0
trescientos,53.0,2.0,1.0,44.0,0.0
sepulcro,53.0,42.0,0.0,36.0,0.0
leyes,53.0,2.0,15.0,9.0,0.0
conocido,53.0,29.0,6.0,91.0,5.0
real,53.0,2.0,0.0,63.0,3.0
libre,53.0,20.0,8.0,51.0,28.0
sadoc,53.0,2.0,0.0,0.0,0.0
ismael,53.0,0.0,12.0,0.0,0.0
viñas,53.0,0.0,0.0,60.0,0.0
asnos,53.0,0.0,2.0,49.0,0.0
muera,53.0,7.0,5.0,39.0,0.0
cuarto,53.0,8.0,3.0,69.0,3.0
hallo,53.0,36.0,0.0,26.0,1.0
defecto,53.0,1.0,0.0,55.0,0.0
roboam,53.0,2.0,0.0,0.0,0.0
davidsalmo,52.0,0.0,0.0,0.0,0.0
pastores,52.0,10.0,1.0,54.0,0.0
llevara,52.0,3.0,4.0,33.0,0.0
juro,52.0,5.0,9.0,74.0,0.0
arroyo,52.0,0.0,2.0,27.0,0.0
efa,52.0,0.0,0.0,2.0,0.0
diran,52.0,6.0,93.0,56.0,0.0
poner,52.0,12.0,5.0,53.0,1.0
extendio,52.0,6.0,1.0,60.0,0.0
hable,52.0,10.0,3.0,85.0,0.0
tendran,52.0,7.0,145.0,93.0,0.0
muros,52.0,1.0,0.0,44.0,0.0
porcion,52.0,0.0,5.0,99.0,1.0
entrar,52.0,46.0,8.0,101.0,0.0
cama,52.0,12.0,0.0,86.0,0.0
fuerzas,52.0,9.0,1.0,34.0,6.0
efod,52.0,0.0,0.0,54.0,0.0
cuatrocientos,51.0,4.0,0.0,42.0,0.0
personas,51.0,21.0,18.0,42.0,0.0
neftali,51.0,3.0,0.0,5.0,0.0
enviare,51.0,10.0,1.0,36.0,0.0
lavara,51.0,0.0,0.0,31.0,0.0
calles,51.0,8.0,0.0,58.0,0.0
morir,51.0,25.0,23.0,78.0,3.0
llevado,51.0,11.0,4.0,68.0,0.0
cabrio,51.0,0.0,0.0,51.0,0.0
isaias,51.0,22.0,0.0,0.0,0.0
juntamente,51.0,37.0,1.0,24.0,0.0
vivira,51.0,13.0,0.0,59.0,0.0
habitaron,51.0,0.0,1.0,16.0,0.0
lanza,51.0,1.0,0.0,44.0,0.0
dicen,51.0,22.0,208.0,134.0,12.0
edificar,51.0,5.0,0.0,52.0,0.0
cualquier,51.0,12.0,8.0,205.0,7.0
miro,51.0,2.0,0.0,50.0,3.0
cuernos,50.0,10.0,0.0,53.0,0.0
traere,50.0,0.0,3.0,78.0,0.0
tiro,50.0,13.0,4.0,16.0,0.0
cedro,50.0,0.0,0.0,46.0,0.0
durmio,50.0,3.0,0.0,46.0,0.0
viña,50.0,24.0,0.0,63.0,0.0
azarias,50.0,0.0,0.0,0.0,0.0
inteligencia,50.0,3.0,0.0,0.0,0.0
encima,50.0,13.0,47.0,73.0,23.0
inmunda,50.0,5.0,0.0,7.0,0.0
zacarias,50.0,13.0,7.0,0.0,0.0
llama,50.0,49.0,22.0,70.0,7.0
noe,50.0,8.0,44.0,0.0,0.0
voluntad,49.0,77.0,2.0,115.0,2.0
amorreo,49.0,0.0,0.0,0.0,0.0
escudo,49.0,1.0,0.0,33.0,0.0
sabe,49.0,31.0,137.0,84.0,20.0
lloro,49.0,12.0,0.0,40.0,0.0
atras,49.0,7.0,15.0,50.0,8.0
tomare,49.0,1.0,1.0,34.0,0.0
millares,49.0,4.0,1.0,13.0,1.0
remanente,49.0,3.0,0.0,94.0,0.0
partes,49.0,14.0,12.0,77.0,10.0
hablaba,49.0,41.0,2.0,50.0,0.0
dejado,49.0,15.0,8.0,62.0,3.0
edad,49.0,8.0,13.0,112.0,2.0
camellos,49.0,0.0,4.0,45.0,0.0
pobres,48.0,28.0,15.0,52.0,0.0
vivo,48.0,25.0,12.0,99.0,2.0
pasaron,48.0,8.0,3.0,37.0,0.0
aviso,48.0,11.0,0.0,10.0,0.0
imagen,48.0,24.0,3.0,53.0,0.0
altisimo,48.0,9.0,11.0,18.0,0.0
cortinas,48.0,0.0,0.0,28.0,0.0
haced,48.0,29.0,25.0,17.0,0.0
abajo,48.0,10.0,19.0,74.0,1.0
viva,48.0,11.0,7.0,59.0,0.0
izquierda,48.0,11.0,12.0,64.0,1.0
tome,48.0,10.0,7.0,55.0,0.0
entendido,48.0,9.0,4.0,12.0,0.0
hermosura,48.0,0.0,0.0,5.0,1.0
azul,48.0,0.0,0.0,47.0,2.0
pon,48.0,3.0,1.0,52.0,1.0
dejaron,48.0,7.0,6.0,41.0,0.0
simeon,48.0,4.0,0.0,0.0,0.0
huyeron,48.0,8.0,1.0,41.0,0.0
ciencia,48.0,13.0,52.0,0.0,0.0
huyo,48.0,5.0,0.0,55.0,0.0
brazos,48.0,3.0,1.0,43.0,3.0
encendio,48.0,0.0,0.0,36.0,0.0
nuevo,47.0,67.0,13.0,200.0,19.0
varas,47.0,2.0,2.0,38.0,0.0
puse,47.0,2.0,0.0,26.0,0.0
grandeza,47.0,4.0,2.0,24.0,13.0
compañero,47.0,8.0,13.0,20.0,0.0
miedo,47.0,22.0,59.0,42.0,11.0
ire,47.0,12.0,0.0,56.0,1.0
sabes,47.0,19.0,13.0,59.0,0.0
propia,47.0,46.0,12.0,279.0,29.0
gabaa,47.0,0.0,0.0,1.0,0.0
tercer,47.0,26.0,0.0,80.0,5.0
becerros,47.0,2.0,0.0,28.0,0.0
anda,47.0,21.0,3.0,19.0,1.0
entregare,47.0,1.0,1.0,35.0,0.0
hablaron,47.0,8.0,0.0,58.0,2.0
ocho,47.0,7.0,4.0,59.0,6.0
haciendo,47.0,28.0,5.0,170.0,0.0
primer,47.0,34.0,1.0,177.0,3.0
destruyo,47.0,4.0,1.0,53.0,0.0
yugo,47.0,6.0,0.0,56.0,0.0
pozo,47.0,9.0,0.0,81.0,0.0
nubes,47.0,8.0,10.0,60.0,3.0
pronto,47.0,32.0,7.0,91.0,0.0
bendijo,47.0,15.0,0.0,0.0,0.0
ofrecer,46.0,7.0,1.0,46.0,0.0
simei,46.0,0.0,0.0,0.0,0.0
pared,46.0,2.0,0.0,54.0,0.0
puede,46.0,79.0,48.0,450.0,70.0
quito,46.0,5.0,0.0,19.0,0.0
entendimiento,46.0,23.0,5.0,86.0,0.0
criados,46.0,5.0,3.0,1.0,0.0
oficiales,46.0,0.0,0.0,61.0,3.0
tampoco,46.0,29.0,13.0,63.0,4.0
desnudez,46.0,3.0,6.0,36.0,0.0
mizpa,46.0,0.0,0.0,0.0,0.0
pasado,46.0,18.0,18.0,84.0,7.0
acuerdate,46.0,4.0,0.0,7.0,0.0
vivio,46.0,3.0,0.0,92.0,4.0
ocozias,46.0,0.0,0.0,0.0,0.0
tomar,46.0,17.0,21.0,106.0,4.0
carcel,46.0,36.0,9.0,25.0,0.0
traer,46.0,11.0,3.0,85.0,0.0
ayuda,46.0,3.0,19.0,70.0,8.0
consigo,46.0,19.0,25.0,21.0,1.0
habitaban,45.0,5.0,0.0,24.0,0.0
espanto,45.0,3.0,1.0,3.0,0.0
afligido,45.0,2.0,1.0,40.0,0.0
huerto,45.0,5.0,0.0,13.0,0.0
llamado,45.0,89.0,6.0,186.0,4.0
sal,45.0,19.0,7.0,67.0,6.0
belen,45.0,8.0,0.0,0.0,0.0
juntaron,45.0,9.0,0.0,14.0,0.0
sanson,45.0,1.0,0.0,0.0,0.0
llevaron,45.0,22.0,2.0,87.0,0.0
filo,45.0,3.0,0.0,11.0,1.0
leche,45.0,5.0,4.0,47.0,4.0
destruir,45.0,5.0,4.0,70.0,0.0
asunto,45.0,5.0,15.0,60.0,0.0
amasias,45.0,0.0,0.0,0.0,0.0
raquel,45.0,1.0,0.0,0.0,0.0
quebrantamiento,45.0,0.0,0.0,2.0,0.0
viuda,45.0,17.0,0.0,56.0,0.0
damasco,45.0,16.0,0.0,0.0,0.0
ramas,45.0,13.0,0.0,82.0,1.0
juramento,45.0,13.0,7.0,54.0,0.0
zabulon,45.0,3.0,0.0,0.0,0.0
bienes,45.0,27.0,29.0,40.0,1.0
llamaba,45.0,18.0,2.0,19.0,1.0
echado,45.0,21.0,3.0,52.0,0.0
aser,45.0,2.0,0.0,22.0,0.0
guardado,45.0,12.0,0.0,32.0,0.0
isacar,44.0,1.0,0.0,0.0,0.0
rostros,44.0,5.0,18.0,32.0,1.0
rectos,44.0,1.0,0.0,0.0,0.0
daras,44.0,1.0,0.0,31.0,0.0
gobernador,44.0,21.0,0.0,47.0,0.0
tendras,44.0,8.0,4.0,45.0,0.0
modo,44.0,33.0,30.0,75.0,11.0
acaz,44.0,2.0,0.0,0.0,0.0
sonido,44.0,4.0,0.0,87.0,16.0
entrara,44.0,7.0,3.0,37.0,0.0
bestia,44.0,37.0,4.0,25.0,1.0
hallaron,44.0,26.0,1.0,20.0,1.0
decretos,44.0,2.0,0.0,2.0,0.0
pelear,44.0,0.0,0.0,58.0,0.0
manto,44.0,17.0,3.0,53.0,0.0
adonde,44.0,7.0,7.0,28.0,3.0
encendida,44.0,1.0,0.0,37.0,0.0
ido,43.0,9.0,10.0,176.0,2.0
cananeo,43.0,0.0,0.0,0.0,0.0
llevar,43.0,15.0,2.0,57.0,0.0
rocio,43.0,2.0,1.0,43.0,0.0
temas,43.0,11.0,9.0,34.0,0.0
frutos,43.0,22.0,26.0,53.0,5.0
violencia,43.0,10.0,4.0,50.0,0.0
veinticinco,43.0,1.0,0.0,35.0,0.0
jezreel,43.0,0.0,0.0,0.0,0.0
meses,43.0,16.0,13.0,0.0,0.0
enfrente,43.0,3.0,5.0,8.0,0.0
siendo,43.0,73.0,53.0,170.0,3.0
campos,43.0,7.0,3.0,156.0,1.0
venganza,43.0,2.0,1.0,71.0,0.0
sed,43.0,38.0,23.0,36.0,4.0
cilicio,43.0,4.0,0.0,42.0,0.0
purpura,43.0,9.0,0.0,44.0,0.0
peña,43.0,3.0,0.0,1.0,0.0
vaya,43.0,10.0,7.0,129.0,2.0
siclo,43.0,0.0,0.0,0.0,0.0
pasa,43.0,6.0,14.0,35.0,4.0
natan,43.0,1.0,0.0,118.0,0.0
cantores,43.0,0.0,0.0,33.0,0.0
ama,43.0,30.0,42.0,91.0,4.0
buscan,43.0,12.0,4.0,75.0,2.0
ofrecera,42.0,0.0,1.0,38.0,0.0
neguev,42.0,0.0,0.0,37.0,0.0
banquete,42.0,3.0,1.0,25.0,0.0
bosque,42.0,1.0,0.0,42.0,1.0
algun,42.0,36.0,30.0,109.0,1.0
ministerio,42.0,33.0,0.0,7.0,0.0
balac,42.0,1.0,0.0,1.0,0.0
volvere,42.0,6.0,1.0,25.0,0.0
velo,42.0,11.0,9.0,390.0,4.0
caido,42.0,9.0,4.0,52.0,0.0
red,42.0,11.0,0.0,42.0,3.0
entrañas,42.0,1.0,8.0,19.0,0.0
veran,42.0,9.0,19.0,68.0,0.0
coat,42.0,0.0,0.0,0.0,0.0
cayeron,42.0,11.0,4.0,45.0,0.0
codo,42.0,2.0,1.0,43.0,0.0
diste,42.0,12.0,0.0,47.0,0.0
comeras,42.0,0.0,0.0,25.0,0.0
luna,42.0,10.0,28.0,252.0,24.0
benaia,42.0,0.0,0.0,0.0,0.0
isai,42.0,5.0,0.0,0.0,0.0
apartado,42.0,7.0,8.0,36.0,1.0
inocente,42.0,3.0,10.0,53.0,0.0
falta,42.0,11.0,12.0,49.0,3.0
cortina,42.0,0.0,2.0,41.0,0.0
saque,41.0,1.0,1.0,31.0,0.0
segunda,41.0,23.0,1.0,50.0,2.0
grano,41.0,9.0,13.0,230.0,5.0
derredor,41.0,1.0,0.0,31.0,0.0
ojo,41.0,35.0,4.0,79.0,23.0
extranjeros,41.0,7.0,0.0,65.0,0.0
mundo,41.0,206.0,13.0,54.0,83.0
afrenta,41.0,5.0,0.0,7.0,0.0
semaias,41.0,0.0,0.0,0.0,0.0
quemo,41.0,5.0,0.0,35.0,0.0
echaron,41.0,21.0,1.0,48.0,0.0
deseo,41.0,7.0,17.0,39.0,37.0
cuello,41.0,5.0,12.0,46.0,1.0
pondran,41.0,1.0,1.0,39.0,0.0
joacim,41.0,0.0,0.0,0.0,0.0
sodoma,41.0,10.0,0.0,0.0,0.0
rama,41.0,3.0,0.0,38.0,0.0
sabran,41.0,1.0,6.0,73.0,0.0
tercera,41.0,29.0,1.0,44.0,4.0
madian,41.0,1.0,2.0,0.0,0.0
gedeon,41.0,1.0,0.0,0.0,0.0
gilgal,41.0,0.0,0.0,35.0,0.0
herencia,40.0,16.0,16.0,208.0,0.0
quiza,40.0,5.0,24.0,22.0,1.0
consumira,40.0,0.0,1.0,11.0,0.0
jamas,40.0,23.0,3.0,1.0,0.0
midio,40.0,2.0,0.0,32.0,0.0
oscuridad,40.0,6.0,2.0,111.0,23.0
caleb,40.0,0.0,0.0,0.0,0.0
tuviere,40.0,6.0,0.0,6.0,0.0
abrio,40.0,24.0,0.0,50.0,0.0
ardor,40.0,1.0,4.0,3.0,0.0
acaso,40.0,30.0,21.0,42.0,1.0
tocare,40.0,3.0,0.0,1.0,0.0
asera,40.0,0.0,0.0,0.0,0.0
machos,40.0,4.0,2.0,36.0,0.0
clamo,40.0,14.0,2.0,52.0,0.0
vienen,40.0,11.0,10.0,62.0,5.0
cantad,40.0,0.0,0.0,1.0,0.0
testigo,40.0,13.0,52.0,53.0,0.0
sucedio,40.0,12.0,0.0,67.0,0.0
collados,40.0,1.0,0.0,1.0,0.0
rebelde,40.0,2.0,10.0,20.0,0.0
sentado,40.0,51.0,1.0,67.0,0.0
seco,40.0,8.0,2.0,38.0,0.0
sitio,40.0,1.0,8.0,29.0,1.0
encuentro,40.0,11.0,18.0,32.0,0.0
leña,40.0,0.0,2.0,36.0,4.0
mirad,39.0,54.0,11.0,0.0,0.0
grato,39.0,1.0,0.0,0.0,0.0
firme,39.0,13.0,14.0,43.0,2.0
trompeta,39.0,20.0,12.0,3.0,0.0
volveran,39.0,2.0,14.0,25.0,0.0
destruido,39.0,3.0,9.0,71.0,0.0
proverbios,39.0,0.0,0.0,5.0,0.0
aparte,39.0,25.0,8.0,59.0,0.0
talentos,39.0,13.0,0.0,42.0,0.0
sehon,39.0,0.0,0.0,0.0,0.0
escriba,39.0,8.0,1.0,20.0,0.0
urias,39.0,1.0,0.0,0.0,0.0
quedara,39.0,4.0,2.0,29.0,0.0
rebelion,39.0,0.0,2.0,16.0,0.0
vera,39.0,7.0,7.0,39.0,1.0
favor,39.0,7.0,93.0,337.0,0.0
acontecera,39.0,3.0,0.0,6.0,0.0
puro,39.0,11.0,10.0,63.0,25.0
precio,39.0,16.0,3.0,36.0,0.0
pasara,39.0,6.0,4.0,43.0,0.0
amigo,39.0,16.0,49.0,48.0,0.0
estatuto,39.0,0.0,0.0,5.0,0.0
oprobio,39.0,1.0,3.0,7.0,0.0
vasija,39.0,2.0,0.0,38.0,0.0
hamat,39.0,0.0,0.0,37.0,0.0
hermosa,39.0,3.0,0.0,8.0,2.0
lados,39.0,0.0,0.0,61.0,0.0
anillos,39.0,0.0,0.0,6.0,0.0
vivientes,39.0,14.0,0.0,37.0,3.0
gerson,39.0,0.0,0.0,0.0,0.0
merari,39.0,0.0,0.0,30.0,0.0
primera,39.0,21.0,20.0,58.0,5.0
vista,39.0,29.0,27.0,119.0,6.0
traera,39.0,4.0,3.0,89.0,1.0
dijere,39.0,16.0,0.0,1.0,0.0
muchacho,39.0,9.0,11.0,39.0,0.0
saetas,39.0,0.0,0.0,24.0,0.0
engaño,39.0,18.0,6.0,48.0,3.0
seir,39.0,0.0,0.0,38.0,0.0
sepultaron,38.0,2.0,0.0,30.0,0.0
ochenta,38.0,2.0,1.0,35.0,0.0
eli,38.0,3.0,0.0,59.0,0.0
setecientos,38.0,0.0,0.0,35.0,0.0
vid,38.0,8.0,0.0,37.0,0.0
salvo,38.0,35.0,48.0,50.0,1.0
hesbon,38.0,0.0,0.0,1.0,0.0
hago,38.0,36.0,5.0,65.0,0.0
estruendo,38.0,7.0,1.0,19.0,0.0
continuo,38.0,3.0,1.0,33.0,1.0
roca,38.0,9.0,6.0,118.0,1.0
preparado,38.0,17.0,34.0,52.0,0.0
primeros,38.0,20.0,11.0,52.0,6.0
presente,38.0,22.0,9.0,47.0,2.0
salia,38.0,7.0,2.0,28.0,0.0
hai,38.0,0.0,0.0,5.0,0.0
amorreos,38.0,0.0,0.0,0.0,0.0
amalec,38.0,0.0,0.0,0.0,0.0
señales,38.0,43.0,0.0,59.0,1.0
sara,38.0,5.0,0.0,6.0,0.0
hiram,38.0,0.0,0.0,4.0,0.0
caer,38.0,16.0,8.0,41.0,3.0
pecar,38.0,3.0,2.0,29.0,0.0
extendido,37.0,1.0,7.0,37.0,0.0
cesar,37.0,35.0,1.0,20.0,2.0
catorce,37.0,5.0,0.0,33.0,0.0
continuamente,37.0,3.0,0.0,43.0,0.0
librado,37.0,7.0,1.0,15.0,0.0
llaga,37.0,0.0,0.0,13.0,0.0
fortificadas,37.0,0.0,0.0,35.0,0.0
ofrecereis,37.0,0.0,0.0,1.0,0.0
siguiente,37.0,29.0,9.0,76.0,4.0
decian,37.0,71.0,18.0,60.0,1.0
dejar,37.0,6.0,17.0,42.0,1.0
fino,37.0,5.0,2.0,53.0,0.0
levantado,37.0,14.0,1.0,65.0,0.0
trompetas,37.0,3.0,0.0,20.0,0.0
id,37.0,29.0,23.0,27.0,1.0
tercero,37.0,6.0,2.0,25.0,0.0
desciende,37.0,11.0,4.0,29.0,3.0
primicias,37.0,7.0,0.0,3.0,0.0
haces,37.0,16.0,3.0,66.0,0.0
lepra,37.0,4.0,0.0,4.0,0.0
vano,37.0,17.0,3.0,50.0,0.0
nueva,37.0,19.0,37.0,21.0,5.0
extraño,37.0,3.0,0.0,18.0,0.0
micaia,37.0,0.0,0.0,0.0,0.0
envie,37.0,10.0,2.0,37.0,0.0
testimonios,37.0,2.0,1.0,17.0,0.0
porteros,37.0,0.0,0.0,33.0,0.0
profetiza,37.0,7.0,0.0,42.0,0.0
mande,37.0,3.0,3.0,16.0,0.0
sinai,37.0,4.0,2.0,33.0,0.0
vuelvete,36.0,1.0,1.0,20.0,0.0
gabaon,36.0,0.0,0.0,1.0,0.0
alturas,36.0,5.0,0.0,32.0,1.0
barro,36.0,4.0,4.0,42.0,3.0
avergonzados,36.0,2.0,0.0,52.0,0.0
venian,36.0,13.0,2.0,19.0,0.0
tomaran,36.0,1.0,1.0,27.0,0.0
buen,36.0,45.0,6.0,66.0,3.0
asaf,36.0,0.0,0.0,44.0,0.0
dominio,36.0,6.0,46.0,33.0,1.0
dejara,36.0,4.0,16.0,47.0,0.0
edificado,36.0,2.0,4.0,36.0,0.0
alzo,36.0,7.0,2.0,19.0,0.0
escogidos,36.0,16.0,8.0,33.0,2.0
tendre,36.0,2.0,0.0,36.0,0.0
cubierta,36.0,2.0,2.0,42.0,0.0
inclino,36.0,1.0,0.0,26.0,0.0
rebaño,36.0,7.0,5.0,83.0,0.0
confiado,36.0,2.0,7.0,25.0,0.0
quitado,36.0,13.0,3.0,31.0,0.0
lea,36.0,2.0,0.0,5.0,0.0
mucha,36.0,32.0,11.0,58.0,0.0
leones,36.0,3.0,0.0,35.0,0.0
hacian,36.0,8.0,16.0,26.0,1.0
jubilo,36.0,1.0,0.0,6.0,1.0
horno,36.0,6.0,3.0,37.0,0.0
cerviz,36.0,2.0,1.0,29.0,0.0
aquellas,36.0,8.0,7.0,26.0,1.0
